140	18
141	19
142	19
143	19
144	19
111	19
145	5
140	5
146	5
147	5
148	5
149	5
150	5
151	5
152	5
153	5
154	5
155	5
156	5
157	5
158	5
159	5
160	5
161	5
162	5
163	5
164	5
165	5
166	5
167	5
168	5
169	5
170	5
171	5
172	5
173	5
141	5
174	5
175	5
176	5
177	5
178	5
179	5
180	5
181	5
111	5
182	5
183	5
184	5
185	5
186	5
187	5
188	5
142	5
189	5
190	5
191	5
192	5
193	5
194	5
195	5
196	5
197	5
198	5
199	5
200	5
201	5
202	5
203	5
204	5
205	5
206	5
207	5
208	5
209	5
210	5
211	5
212	5
213	5
143	5
214	5
215	5
216	5
144	5
217	6
218	6
219	6
220	6
221	6
222	6
223	6
224	6
225	6
226	6
227	6
228	6
229	6
230	6
231	6
232	6
233	4
234	4
235	4
159	3
236	3
237	3
181	3
193	3
198	3
217	3
197	3
140	3
142	3
155	3
165	3
189	3
211	3
184	3
143	3
183	3
238	3
206	3
148	3
180	3
215	3
146	3
150	3
149	3
141	3
168	3
171	3
207	3
239	3
213	3
174	3
144	3
240	3
170	3
111	3
160	2
167	2
176	2
241	2
158	2
161	2
162	2
194	2
196	2
151	2
242	2
243	2
145	2
205	2
199	2
233	2
191	2
244	2
157	2
245	2
203	2
156	2
204	2
152	2
212	2
172	2
175	2
188	2
169	2
246	2
210	2
153	2
178	2
179	2
200	2
173	2
247	2
185	2
182	2
186	2
248	2
249	2
177	2
250	2
192	2
251	1
252	1
195	1
201	1
202	1
234	1
253	1
254	1
255	1
256	1
208	1
209	1
216	1
163	1
154	1
257	18
18	18
8	19
127	19
22	19
391	19
5	19
1	5
2	5
3	5
4	5
5	5
6	5
7	5
8	5
9	5
10	5
11	5
12	5
13	5
14	5
15	5
16	5
17	5
18	5
19	5
20	5
21	5
22	5
23	5
24	5
25	5
26	5
27	5
28	5
29	5
30	5
31	5
32	5
33	5
34	5
35	5
36	5
37	5
38	5
39	5
40	5
41	5
42	5
43	5
44	5
45	5
46	5
47	5
48	5
49	5
50	5
51	5
52	5
53	5
54	5
55	5
56	5
57	5
58	5
59	5
60	5
61	5
62	5
63	5
64	5
65	5
66	5
67	5
68	5
69	5
70	5
71	5
72	5
73	5
74	5
75	5
76	5
77	5
78	5
79	5
80	5
81	5
